,Accenture_predictions,Adobe_Systems_predictions,Advanced_Micro_Devices_predictions,Akamai_Technologies_predictions,Alliance_Data_Systems_predictions,Amphenol_Corp_predictions,Analog_Devices_predictions,ANSYS_predictions,Apple_predictions,Applied_Materials_predictions,Autodesk_predictions,Automatic_Data_Processing_predictions,Broadcom_predictions,Broadridge_Financial_Solutions_predictions,Cadence_Design_Systems_predictions,Cisco_Systems_predictions,Citrix_Systems_predictions,Cognizant_Technology_Solutions_predictions,Corning_predictions,F5_Networks_predictions,Fidelity_National_Information_Services_predictions,Fiserv_predictions,FleetCor_Technologies_predictions,FLIR_Systems_predictions,Fortinet_predictions,Global_Payments_predictions,HP_predictions,Intel_predictions,International_Business_Machines_predictions,Intuit_predictions,IPG_Photonics_predictions,Jack_Henry_Associates_predictions,Juniper_Networks_predictions,Keysight_Technologies_predictions,KLA_Tencor_Corp_predictions,Lam_Research_predictions,Mastercard_predictions,Microchip_Technology_predictions,Micron_Technology_predictions,Microsoft_predictions,Motorola_Solutions_predictions,NetApp_predictions,Nvidia_Corporation_predictions,Oracle_predictions,Paychex_predictions,QUALCOMM_predictions,Red_Hat_predictions,Salesforce_predictions,Rollins_predictions,Seagate_Technology_predictions,Skyworks_Solution_predictions,Symantec_predictions,Synopsys_predictions,TE_Connectivity_predictions,Texas_Instruments_predictions,Total_System_Services_predictions,Verisign_predictions,Visa_predictions,Western_Digital_predictions,Western_Union_predictions,Xerox_predictions,Xilinx_predictions
84,[117.00786024],[116.3932503],[13.43442889],[63.62951984],[228.56016305],[68.22675645],[76.53831489],[96.34615063],[131.83674241],[35.44789999],[83.93963167],[97.5984413],[205.54332409],[67.22733161],[29.54835912],[31.52425681],[78.23793973],[57.88338968],[26.7876544],[139.74648008],[80.57907137],[109.43333606],[168.31122407],[36.13093825],[37.96976666],[78.70751114],[15.62128111],[35.50635524],[177.42404155],[116.16854859],[116.32724556],[90.80328631],[27.39192925],[9.99987407],[86.79915749],[116.11801646],[106.33901827],[70.91961778],[24.47627937],[64.08198901],[77.82694985],[39.32289786],[117.13107563],[40.22071602],[58.50435108],[52.8833308],[79.29867905],[80.97589561],[36.25622385],[46.31764224],[92.55835842],[28.95412451],[65.41063853],[75.32489131],[75.35270507],[53.65153525],[82.5518136],[85.3019388],[77.98309051],[20.39694101],[7.25555934],[57.94470464]
85,[117.55589182],[116.9684267],[13.48295874],[64.08694571],[226.93891263],[68.74694808],[76.51791415],[96.85922005],[131.54806631],[35.33238696],[83.24822592],[97.81824914],[205.75452517],[67.37925714],[29.53420084],[31.49994608],[78.63554989],[57.27777361],[26.71555718],[139.70125922],[80.53641839],[109.09990672],[169.8318127],[36.15998417],[37.74367466],[78.43788656],[15.70914727],[35.35314979],[178.44584335],[117.69258139],[116.2037146],[90.6429587],[27.63664154],[9.86498341],[86.63506446],[116.11266559],[106.33779444],[70.95481318],[24.02261921],[64.04229794],[78.575942],[39.46882681],[113.88944961],[40.77112052],[58.5058058],[53.95177477],[79.30197374],[80.65791962],[36.67834518],[46.53137757],[92.26305448],[29.0058632],[65.35494467],[75.1188774],[75.24842044],[53.64295156],[83.16950604],[85.74417427],[77.48209919],[19.71574672],[7.29805999],[58.02989064]
86,[118.56411915],[117.61528542],[13.53843675],[63.92676842],[227.76656198],[68.91681838],[77.88395269],[97.11768942],[132.73650261],[35.4769258],[84.36910798],[98.59989994],[206.87969109],[67.92402295],[29.84811052],[32.00879927],[78.70989882],[57.49626481],[26.75557947],[140.49220096],[80.71917916],[110.09755008],[167.23663154],[36.41706852],[37.79568069],[78.22805346],[16.02585569],[35.78738294],[179.43471475],[118.50001173],[116.27983596],[91.51166367],[27.92268787],[9.93073326],[87.29457926],[116.3903462],[107.34046232],[70.69434727],[23.8942061],[64.75301357],[78.63677606],[39.59102024],[108.51195439],[41.05982266],[59.07699778],[54.80768731],[79.74781043],[80.93042453],[36.71895876],[47.86100859],[92.71164781],[29.03932284],[66.02119872],[75.49849763],[75.60310958],[54.0464561],[82.91527214],[86.236249],[78.3219641],[19.56278759],[7.26293065],[59.53771041]
87,[119.99703578],[117.52622954],[13.25006117],[63.38288817],[229.30164047],[69.08163482],[77.88868959],[98.31418123],[134.47450031],[35.26062238],[84.62449562],[99.418853],[205.62119157],[67.67873321],[29.91145698],[32.29568271],[78.98231449],[57.26212239],[27.26624714],[141.11728489],[80.42644365],[110.11644229],[167.51400303],[33.99683636],[37.80428718],[79.28661094],[16.05320624],[35.92623034],[180.0321888],[118.90946481],[117.05506242],[91.05162911],[27.87963222],[9.84730698],[87.00862145],[115.72369856],[107.95180657],[70.80500024],[23.06919498],[64.58652129],[78.69060179],[39.53981569],[108.25982905],[41.08597928],[59.27461524],[55.39424062],[80.14132068],[80.94879755],[36.53382613],[47.90314849],[91.85189904],[28.69831362],[65.82774876],[75.44850024],[75.71518387],[54.01346401],[82.72546519],[86.69743622],[76.47374307],[19.66620851],[7.44998789],[58.70199485]
88,[119.88248309],[118.7961384],[13.28737353],[63.92935299],[230.58904835],[68.97654547],[81.39359034],[99.45877942],[134.95219996],[35.50978415],[84.40130977],[99.62117675],[206.18852113],[68.25345902],[30.1093212],[32.87402726],[80.03107378],[58.10461064],[27.36968138],[143.12317947],[81.43448608],[111.10118333],[166.7295414],[37.04405561],[37.96757063],[78.96454918],[15.96510777],[36.0388478],[181.60860011],[118.93488912],[121.85316382],[91.70573444],[27.95560947],[10.2181487],[87.70521601],[116.28616487],[108.72519104],[71.91405737],[23.02926837],[64.51583693],[79.44523771],[38.95519156],[108.53294282],[41.38115452],[59.44688324],[56.38873221],[81.03614661],[81.62686646],[36.70438628],[48.130249],[92.25086371],[28.53925284],[66.30259507],[75.61448904],[75.72840221],[54.27985472],[82.89187333],[87.34992406],[75.75948395],[19.61984335],[7.46006614],[59.00307857]
89,[120.73637316],[118.89928345],[12.96178093],[64.28637763],[231.30600573],[69.35549979],[81.86209423],[100.37933113],[134.75679641],[35.20242688],[85.16603882],[99.91180345],[208.31203964],[68.60165215],[30.23397361],[33.60732035],[79.89415478],[58.01813827],[27.75677465],[143.28024413],[81.64031422],[111.26943732],[166.55122761],[36.43718102],[37.2815363],[77.68990314],[15.91724589],[36.41060569],[181.33252041],[119.22918307],[118.23440111],[92.17722503],[28.0715461],[10.39441332],[88.52981936],[114.71868724],[108.37047237],[71.72294355],[22.99234365],[64.54357702],[78.64444175],[40.48798659],[107.63638207],[41.5518528],[59.49387781],[56.71765983],[81.5581377],[80.87487889],[36.95614688],[47.56986212],[92.49880462],[28.50173325],[70.40609767],[75.23657409],[76.27529551],[53.99078845],[81.96684501],[87.25417087],[76.1080463],[19.56490357],[7.40567261],[59.67529995]
90,[121.17725688],[119.72161371],[13.10938496],[62.35239118],[234.95397964],[69.41291951],[82.39074949],[100.19058412],[135.1523656],[35.6910455],[86.50300382],[99.69477216],[210.62960064],[68.60117926],[30.20454034],[33.81072708],[80.46867545],[57.91424965],[27.67914648],[143.40229048],[82.04965445],[112.00309402],[166.48752658],[36.56714001],[37.44297869],[77.9070141],[15.94359485],[36.50124414],[180.67828267],[119.89340205],[119.99457731],[92.61225166],[28.36524411],[10.25591652],[88.50584148],[114.99218371],[108.46406283],[71.70074767],[23.38162856],[64.62926961],[79.30571955],[40.16442346],[107.51146989],[42.03044355],[59.1598066],[56.3734207],[82.57928701],[81.48033049],[36.92908855],[47.02480725],[96.42236926],[28.80507119],[70.76446725],[75.22381822],[76.44862822],[54.49535361],[82.34822907],[87.26972762],[74.73483123],[19.81814087],[7.43722044],[59.98754158]
91,[122.08652056],[119.61982648],[14.02898606],[62.59405918],[239.35336303],[69.55014577],[82.67172348],[101.58860098],[136.16325474],[36.58553712],[87.26403071],[99.24420818],[212.87829421],[69.15669634],[30.78874926],[34.18932604],[80.83590817],[58.53130338],[27.72468374],[145.00646954],[82.09132952],[112.40609316],[166.77266437],[36.75553687],[37.44026914],[78.92962176],[16.11262618],[36.53859452],[180.22777072],[119.89205192],[121.54604474],[93.12546764],[28.67948446],[10.17507632],[90.43513513],[117.81019734],[109.21811525],[72.47421112],[23.80074246],[64.53655966],[80.19511657],[40.56461933],[110.55094929],[42.24116993],[59.10560769],[56.71754463],[83.77576274],[82.13157201],[36.85942659],[47.45754342],[96.538123],[28.82219833],[71.0280564],[75.77038111],[77.0867233],[55.05562056],[82.99028324],[87.75012956],[74.84322656],[19.80459736],[7.43198084],[60.31771012]
92,[122.23719182],[119.45005694],[14.40481117],[63.06597699],[239.89379983],[69.79410356],[82.15327577],[101.09380481],[136.56626204],[36.56498672],[86.36450522],[100.41144737],[214.21598843],[68.82255898],[30.84728069],[34.10518551],[80.15672662],[58.68950549],[27.74862392],[144.90099921],[82.76840691],[113.81979086],[167.13685367],[36.6781164],[37.26605571],[78.79706621],[16.18232709],[36.10770315],[181.19611107],[119.44888944],[120.8075941],[93.38787209],[28.5343658],[10.06379172],[90.27932957],[118.70868053],[108.51280459],[73.03802267],[23.73641827],[64.39867855],[79.68235115],[40.74219949],[111.0134674],[42.48584413],[59.59827284],[57.00837048],[84.68736442],[82.03803642],[36.86090127],[47.30613218],[96.67886247],[28.60908409],[70.8392439],[75.29197837],[77.22643012],[55.00584609],[82.19574098],[87.62388292],[74.49620177],[20.00011081],[7.45025067],[59.85890418]
93,[122.50026703],[118.82926266],[14.43141638],[62.79337872],[242.45779073],[69.92834182],[81.6585918],[104.12992901],[135.96547474],[36.1882574],[87.07116202],[101.57063564],[210.68305224],[68.99341622],[30.80424485],[34.12238016],[80.08453178],[59.09308346],[27.55081088],[144.29967313],[83.02787565],[114.8904334],[168.56881115],[36.41148828],[37.25557502],[78.16136274],[17.56731175],[36.19813516],[181.61336389],[120.78700461],[120.13114054],[93.86329421],[28.43922515],[9.91737268],[89.94692321],[117.73481274],[109.8081767],[72.72912216],[23.45423687],[64.66087002],[79.3333439],[40.91385229],[102.22793511],[42.92509367],[60.46304153],[57.09658165],[84.59978857],[82.08026545],[36.91842589],[47.38249635],[95.18512974],[28.58462212],[71.45383122],[74.18703927],[77.13108703],[55.19471028],[82.42647795],[87.99279995],[74.50653983],[19.89966123],[7.51668247],[58.97612639]
94,[123.42543453],[119.36104004],[14.12159484],[62.83111138],[244.8657348],[70.14994478],[81.74319039],[104.52321684],[136.10184067],[36.29732386],[87.60540667],[102.97256816],[210.46161893],[70.36263276],[31.26648946],[34.31010275],[80.2184474],[59.41097458],[27.74339667],[144.43239351],[83.78271057],[116.29265217],[168.80375075],[36.73427214],[37.17975486],[78.93755075],[17.65921128],[36.52654641],[181.33319467],[128.34641727],[120.38296026],[94.65385241],[28.40952342],[9.62111392],[90.23759978],[118.68431698],[110.08630092],[72.85082201],[23.22860187],[64.65919709],[80.25816144],[40.97987387],[101.50819167],[43.13558379],[61.87771857],[57.19641526],[84.85603134],[81.84109745],[36.90934556],[47.80366465],[94.88542323],[28.83602639],[72.01112276],[74.28873297],[77.25140026],[55.21459664],[83.345824],[88.2744165],[74.68494464],[20.18276657],[7.53201185],[59.02283999]
95,[122.80113778],[118.85201879],[15.14452743],[62.88218374],[246.89325868],[69.41770064],[82.34847216],[107.15306599],[136.39583601],[36.45409059],[87.82050444],[102.74849931],[213.41677711],[69.82535851],[31.52264896],[34.30477318],[80.1039818],[59.51850961],[27.65510945],[143.70301003],[82.62495713],[115.60166141],[169.92757271],[36.63256197],[37.46157186],[79.95290263],[17.61422007],[36.52052109],[179.34812613],[125.59313701],[120.84956534],[94.82795469],[28.32680796],[10.12007453],[90.30389487],[119.35632055],[109.64348425],[73.14892206],[23.81403717],[64.27084054],[79.28137466],[41.27163792],[102.75017601],[42.70593171],[61.61202056],[56.67959522],[83.82052962],[81.62817046],[36.96197059],[47.66509733],[95.75846352],[28.69918237],[72.31758133],[74.83094136],[77.21012552],[54.99947197],[82.55558257],[87.82490955],[76.13879738],[20.11150281],[7.44661665],[58.94872276]
96,[122.58311996],[118.49241217],[14.57830333],[62.63329395],[243.10518634],[69.2083649],[81.98936173],[106.72291473],[136.45658031],[36.25779517],[86.26524891],[102.66044549],[211.3263916],[69.39404652],[30.93498976],[34.21466204],[79.08835122],[59.201394],[27.62292732],[143.37525697],[82.39171203],[115.44358812],[170.09534716],[36.71594959],[37.39058564],[79.71964567],[17.40811958],[36.2203225],[179.92340874],[125.44499547],[118.33596816],[93.89693395],[28.03599966],[9.93089651],[90.16460556],[118.67108261],[109.53271765],[72.57087556],[23.40958415],[64.01900159],[78.96256278],[41.81842749],[101.52329669],[42.60279251],[61.44786544],[56.48881098],[82.80692153],[81.44988744],[36.54800922],[48.22329984],[95.00382998],[28.57991506],[71.5648589],[74.52110637],[76.67049171],[54.52913848],[82.50335788],[87.76665883],[76.99597042],[19.64858672],[7.43831222],[58.80634867]
97,[124.05964072],[120.50536618],[14.91373006],[63.38404499],[247.6644763],[70.89405494],[83.69865565],[108.28048056],[139.25119962],[36.86120963],[88.99360606],[104.48341394],[215.31213358],[70.53957445],[31.31918542],[34.42288631],[80.74825048],[60.18466525],[28.22883292],[145.08324443],[83.02235111],[117.10953512],[164.47064264],[37.06402287],[37.32053292],[79.38741673],[17.63310148],[35.96084497],[181.92032858],[124.29644466],[121.03517361],[95.17447379],[28.26055838],[9.9972689],[91.44337422],[119.65690848],[111.36790035],[73.65412684],[24.636243],[64.97961275],[79.99806285],[42.98748872],[103.7681901],[42.90186265],[62.77945864],[56.99671446],[83.33385775],[83.65031618],[36.96928963],[49.60898545],[96.80093566],[29.06540683],[72.1269897],[76.23973768],[78.19650028],[55.32722075],[84.15470373],[88.80367985],[78.35069034],[19.92622652],[7.38725251],[59.72894351]
98,[124.33399099],[119.92913207],[14.06515935],[63.83837784],[243.99680548],[70.36398159],[83.65532064],[106.10995593],[138.41299556],[36.51922085],[87.42221765],[104.0094064],[217.32130315],[69.925032],[31.06684594],[34.42588592],[79.35909406],[60.10152348],[27.89553401],[142.29298875],[82.41309763],[116.69960625],[162.38522343],[36.59557103],[36.76807899],[78.23322512],[17.32104325],[35.9298319],[180.45789651],[125.21145621],[118.41981933],[94.60551232],[28.25925026],[9.96111544],[90.77648044],[118.60584246],[110.4354809],[73.04267027],[24.70322861],[64.05979169],[80.08515675],[42.34905038],[99.20656346],[42.88903143],[62.48073224],[56.31155539],[82.48334971],[82.61990834],[36.37983149],[48.86004834],[94.80787755],[29.19292349],[71.14305669],[75.54682263],[78.10642165],[54.84720936],[83.61162388],[88.37975897],[76.27521066],[19.91781203],[7.29224615],[59.33329861]
99,[123.76910021],[120.24072975],[12.85536603],[63.38533729],[244.75732198],[70.48365794],[83.21374258],[106.22485758],[139.21413588],[36.90074427],[85.25804334],[104.57705552],[218.57154327],[69.7709864],[31.17518669],[34.3246702],[79.8817985],[59.83899004],[27.90904742],[142.94498913],[83.03440774],[117.56343718],[164.90743628],[36.43958246],[36.28831811],[80.706872],[17.31771488],[35.90762191],[180.12415554],[126.59914458],[119.18115474],[95.08899326],[28.30794524],[10.06374573],[90.45635457],[118.72416004],[110.81522293],[73.33871486],[25.61718964],[64.29578759],[80.63872446],[42.8509903],[98.66018311],[42.72013466],[62.55653761],[56.49747337],[82.06758938],[82.27687157],[36.54700052],[48.95274424],[95.05814724],[29.20429577],[71.13445315],[75.55138436],[77.88130503],[54.98417936],[84.06232095],[88.59176961],[77.43209514],[19.99147481],[7.34635756],[58.77654385]
100,[123.30230074],[120.11187153],[12.92890587],[63.03116711],[245.22117374],[70.09811482],[83.78760189],[105.70092738],[138.77517082],[36.86557623],[82.77825995],[104.97542529],[217.94813751],[69.05275265],[31.02414355],[34.17678092],[79.90452611],[58.74879665],[27.72366671],[141.40645745],[82.66407793],[117.06064089],[163.78300503],[36.51811689],[36.37167624],[80.21554317],[17.29778421],[35.58595112],[180.37640241],[126.13878415],[117.82776766],[94.57591009],[28.18927223],[9.86698748],[90.79620328],[118.42789362],[110.43770743],[73.91892618],[25.71539657],[64.31483171],[79.94502273],[42.58930949],[97.46675107],[42.58493776],[62.35468177],[56.39568721],[82.13357454],[82.58549361],[36.32660076],[48.50596342],[95.45268638],[29.11624678],[70.65487024],[74.08442051],[78.32045011],[54.15857749],[84.17426314],[88.80782551],[77.01060646],[19.88515754],[7.4285462],[58.88098053]
101,[124.10471062],[119.9285414],[13.01613046],[63.32122312],[245.18758169],[70.23200212],[83.50263522],[105.80949397],[139.00500874],[37.01068765],[82.03650766],[104.25710199],[219.30021077],[68.66465989],[31.26493602],[34.22371948],[79.71177513],[57.81750259],[27.69108234],[143.65178816],[82.75275153],[117.03583763],[163.37691747],[36.51677226],[36.48531124],[80.98233856],[17.25080149],[35.79814368],[180.42912823],[125.4228858],[118.21589799],[94.60795425],[28.147826],[9.6060702],[91.12996641],[117.61722546],[110.01883639],[73.8696288],[25.6192147],[64.41057606],[79.6027378],[42.63814639],[98.50867848],[42.60189577],[62.2393987],[56.71733878],[81.99355844],[82.96256414],[36.18635745],[48.16657082],[95.29901623],[29.27724477],[71.25177955],[74.35073625],[79.09790115],[54.28747949],[83.73639719],[88.85709275],[76.54553597],[19.90739524],[7.35982067],[58.71426762]
102,[124.48413254],[119.70939293],[13.32319401],[63.60374735],[246.02941275],[70.35788259],[83.53201431],[106.04189218],[138.45208409],[37.20032325],[83.68702051],[103.80888607],[219.7742173],[68.41337664],[31.34937974],[34.03142179],[80.03559495],[57.46320041],[27.64333091],[142.96876076],[82.25316857],[117.5001012],[161.39181543],[36.26936401],[37.26989482],[80.06228803],[17.30220769],[35.63553141],[179.44250954],[125.64789398],[119.01580512],[94.2823188],[27.72670699],[9.05099986],[91.57790563],[117.80523069],[110.07202127],[73.56938826],[25.36443137],[65.0636738],[80.20291933],[42.19656841],[98.63271689],[42.61947435],[62.30696047],[57.73461749],[82.095372],[83.43110767],[36.16581514],[48.11285346],[96.69081235],[29.61386848],[71.33015275],[74.58661712],[79.35818838],[54.04673788],[84.91463259],[88.80793036],[76.56599065],[19.83104109],[7.43090071],[58.90032665]
103,[123.30601722],[119.98925182],[13.41928554],[64.22664696],[247.87439063],[70.10695315],[83.20701547],[105.95461586],[138.15359831],[37.4083346],[84.51087455],[103.43582552],[222.19741493],[68.72939277],[31.26159484],[34.07964243],[79.08981201],[57.65594978],[27.5769361],[143.83224279],[82.09808217],[117.52625877],[161.05647509],[36.45370336],[36.72838493],[79.78328127],[17.34688699],[35.82294027],[177.17058646],[124.79954522],[118.59731256],[94.14910814],[27.82437331],[8.95398386],[91.79744244],[117.67910706],[109.87384392],[73.51904049],[25.13921758],[64.74838315],[81.46590159],[41.96878325],[98.76051894],[42.45980859],[62.1440711],[57.86054262],[81.60554491],[83.26970355],[36.04245843],[46.52394219],[97.17675762],[29.59606674],[71.47773134],[74.34312831],[79.13729335],[54.15272197],[84.84888637],[88.93275548],[74.06610267],[19.6792483],[7.37934429],[58.9269093]
104,[124.01205796],[121.19777687],[13.93097525],[64.23888058],[248.207057],[70.5513506],[82.32282761],[106.46765511],[138.60876971],[38.13770505],[86.32252087],[104.51962875],[226.44316793],[68.5999753],[31.41156956],[34.25165085],[79.60892376],[58.70436604],[27.57550795],[145.86329781],[82.30088254],[117.36555026],[160.39416416],[36.20954077],[36.92073296],[79.10922289],[17.37420144],[35.91151595],[177.96289307],[125.06903145],[119.70153253],[94.44791275],[28.00883193],[9.15907766],[93.22450025],[120.61548431],[110.30395102],[73.97989281],[25.1945419],[64.94867098],[82.22298487],[42.12139657],[99.19068051],[42.68624778],[62.40584761],[58.60700052],[82.23709591],[83.51179215],[36.51097481],[47.30735605],[98.23616468],[29.9908605],[71.80947398],[74.65597405],[80.3157476],[54.99701834],[85.50890915],[89.55501772],[74.93787436],[19.68041277],[7.3567278],[59.56830697]
105,[124.0018438],[121.92676325],[14.365282],[64.59819393],[247.83571404],[71.35836788],[82.79649013],[106.86877131],[138.67840132],[38.4705951],[86.76206943],[104.8323645],[226.60631924],[68.8371205],[31.66803434],[34.13536606],[84.37714018],[59.18038092],[27.72105859],[146.35285227],[82.75752524],[117.94271737],[159.83540597],[36.42154042],[36.97195381],[79.77582746],[17.47678066],[35.20828513],[176.37341753],[125.02675919],[118.60168377],[95.11138975],[27.98093977],[9.75755052],[92.87636388],[122.39868239],[110.63086879],[74.51400894],[25.74995787],[64.72942089],[81.65294852],[41.96954771],[101.63568354],[42.57935653],[62.56745586],[58.33960554],[82.94076527],[83.62380024],[36.4574792],[47.61622283],[98.97615745],[30.69216559],[72.12282937],[75.18279886],[80.99666252],[54.71075769],[86.33246117],[89.94226028],[75.86927709],[19.58458167],[7.3099497],[59.99658982]
